date,ticker,name,composite_eq,composite_ic,BP_z,EP_z,Rev1m_z,Mom12m_z,Vol60_z
2023-01-02,AAPL,苹果,0.8375555356549991,0.8375555356549991,0.8375555357011514,0.8375555356088467,,,
2023-01-03,AAPL,苹果,-1.130062001710396,-1.1300620017103957,-1.1300620017426557,-1.130062001678136,,,
2023-01-04,AAPL,苹果,0.5542629590494902,0.5542629590494902,0.5542629591147352,0.5542629589842452,,,
2023-01-05,AAPL,苹果,0.5862264856914994,0.5862264856914994,0.5862264856931001,0.5862264856898987,,,
2023-01-06,AAPL,苹果,-0.432630892958362,-0.43263089295836205,-0.43263089302414337,-0.43263089289258067,,,
2023-01-09,AAPL,苹果,2.02684370821442,2.0268437082144195,2.0268437081261594,2.02684370830268,,,
2023-01-10,AAPL,苹果,-0.9098319252122722,-0.9098319252122722,-0.9098319252459766,-0.9098319251785678,,,
2023-01-11,AAPL,苹果,-0.39340267566052245,-0.3934026756605225,-0.3934026756318137,-0.39340267568923126,,,
2023-01-12,AAPL,苹果,1.225370905274974,1.225370905274974,1.2253709053089308,1.225370905241017,,,
2023-01-13,AAPL,苹果,-1.2720409519834845,-1.2720409519834845,-1.2720409519620703,-1.272040952004899,,,
2023-01-16,AAPL,苹果,-0.46504713167449513,-0.46504713167449513,-0.4650471316577225,-0.46504713169126777,,,
2023-01-17,AAPL,苹果,-0.4672999763038246,-0.46729997630382464,-0.4672999762813496,-0.4672999763262996,,,
2023-01-18,AAPL,苹果,-1.9088829482496013,-1.908882948249601,-1.908882948313632,-1.9088829481855702,,,
2023-01-19,AAPL,苹果,-0.9555833247580117,-0.9555833247580117,-0.9555833247945892,-0.9555833247214343,,,
2023-01-20,AAPL,苹果,1.2672793616869698,1.2672793616869698,1.2672793617435794,1.2672793616303601,,,
2023-01-23,AAPL,苹果,-0.6113127991692068,-0.6113127991692067,-0.6113127991471371,-0.6113127991912765,,,
2023-01-24,AAPL,苹果,0.35725302911864676,0.3572530291186468,0.35725302911971213,0.35725302911758144,,,
2023-01-25,AAPL,苹果,-1.0701309839212887,-1.0701309839212885,-1.0701309838952424,-1.0701309839473347,,,
2023-01-26,AAPL,苹果,1.1981694578625262,1.1981694578625262,1.1981694578889175,1.198169457836135,,,
2023-01-27,AAPL,苹果,-1.5470539629693514,1.5470539629693496,-1.547053962982579,-1.5470539629561237,,,
2023-01-30,AAPL,苹果,1.983299783611725,-1.983299783611729,1.9832997835816766,1.9832997836417736,,,
2023-01-31,AAPL,苹果,-0.5179603082825175,0.5179603082825066,-0.5179603083360697,-0.5179603082289653,,,
2023-02-01,AAPL,苹果,-0.3004791650794694,0.7517813149879337,-0.7731607692611214,-0.7731607693576645,-0.6448840433803776,,
2023-02-02,AAPL,苹果,0.6495457032378528,-1.125751077172605,1.2433062246925501,1.2433062246643716,0.537975339643363,,
2023-02-03,AAPL,苹果,-0.38698253168512675,-0.569850828819143,0.3225939111007335,0.32259391114480435,1.806135417300918,,
2023-02-06,AAPL,苹果,-0.44836503926402377,1.0633110364760334,-1.1035659052447808,-1.1035659052261308,-0.8620366926788402,,
2023-02-07,AAPL,苹果,-1.6690185652119156,1.4214869873545786,-1.9337110885265683,-1.933711088548678,1.1396335185605004,,
2023-02-08,AAPL,苹果,-1.2760290022149063,1.1495142303736168,-1.5321674841479649,-1.5321674841054034,0.7637520383913506,,
2023-02-09,AAPL,苹果,-0.6175226927505745,0.4563403067680765,-0.6558014169604794,-0.6558014169994837,0.5409652442917606,,
2023-02-10,AAPL,苹果,0.2511287371681624,0.023325092786218617,0.08763366500592537,0.08763366493363015,-0.5781188815649317,,
2023-02-13,AAPL,苹果,1.2381214784209984,-1.0507366809069563,1.7582346685822705,1.7582346685699777,-2.05750116551982,,0.6214845889880751
2023-02-14,AAPL,苹果,-0.5409433023938901,-0.21636702086903473,-0.09274343766402339,-0.09274343762078392,1.7996828367313458,,0.1786034975594075
2023-02-15,AAPL,苹果,-0.3627920805849729,-0.6415467138913644,-1.013219558347229,-1.01321955824682,-0.9133633770723456,,0.3380925828181883
2023-02-16,AAPL,苹果,0.041210702396197604,-0.7122380601320734,0.7357870328894108,0.7357870329859592,1.2848631438576248,,0.021868112432954785
2023-02-17,AAPL,苹果,-0.8339231412883975,-0.9318462075023801,-1.0624102957725627,-1.0624102958025317,0.8737891222114461,,0.33708285136704946
2023-02-20,AAPL,苹果,-0.16630010629949965,-0.19399071853899913,0.09896208631016519,0.09896208642823803,0.46165978289302606,,0.4014648150433758
2023-02-21,AAPL,苹果,0.03520125581434755,-0.34463152703262717,0.36474653037670596,0.3647465303337254,-0.05521809177418861,,0.6439061292272297
2023-02-22,AAPL,苹果,-0.8265157494294574,-0.06479356822939751,-0.4075011457624345,-0.40750114569857093,2.04593895507636,,0.4451217511804644
2023-02-23,AAPL,苹果,0.22981749704874851,-0.4878304746166607,0.6191547586393686,0.6191547586495952,-0.2892461052241143,,0.6082856343180839
2023-02-24,AAPL,苹果,-0.8001345578092846,-0.23976219116767353,-0.217457556151027,-0.21745755615281012,2.0022788588006857,,0.7633442601326154
2023-02-27,AAPL,苹果,-1.085418095571881,0.9291388361911724,-1.5493777479675106,-1.54937774792565,0.3240028168353946,,0.9189140695589685
2023-02-28,AAPL,苹果,-0.8657053832852949,-1.1510523060533353,-0.61664028574767,-0.6166402859048076,1.3828867288026918,,0.8466542326860106
2023-03-01,AAPL,苹果,0.38093888249260194,-0.8466408642982836,1.0853277597900763,1.0853277598099678,-0.0785898515840188,,0.725489841213655
2023-03-02,AAPL,苹果,-0.8547513553811388,0.7282228130199235,-1.2474312767818045,-1.2474312767254456,-0.21975109836284923,,1.1438939663801537
2023-03-03,AAPL,苹果,0.35258933949103133,-0.8925104619984777,1.1509915872625838,1.1509915872081702,-0.20739611893188223,,1.0990219354385111
2023-03-06,AAPL,苹果,0.12081185332682867,-0.6676114939605196,-0.03321988212689349,-0.033219882298225645,-1.27052368327952,,0.7208365055470861
2023-03-07,AAPL,苹果,-0.7481576922590449,0.029358149004325616,-0.6455086819433558,-0.6455086819783682,0.8617268142160737,,0.839886590898382
2023-03-08,AAPL,苹果,-0.547047864693027,0.1448029000056389,-1.139403534540754,-1.1394035346381848,-0.7915483196006032,,0.7009327091937725
2023-03-09,AAPL,苹果,0.5015923823760446,-1.0367836924703508,0.7687044872099491,0.7687044873062637,-1.2946876695076017,,0.825727114519636
2023-03-10,AAPL,苹果,-0.18989800853173783,-0.33776230173864197,-0.17413870714526825,-0.17413870716799892,-0.2584841031298463,,0.6697987229435304
2023-03-13,AAPL,苹果,0.8602742685442151,-0.019531249910255746,1.680690394916209,1.6806903948311243,-0.04568265865497924,,-0.034033625774547695
2023-03-14,AAPL,苹果,-0.24656736478853206,0.28052537591732357,-0.18150734348752096,-0.1815073434138914,0.30017658010397746,,0.32307819214873834
2023-03-15,AAPL,苹果,0.9288053216230341,-0.8041677325875917,1.6202782811218217,1.6202782811757532,-0.8837922118028564,,0.409127487608295
2023-03-16,AAPL,苹果,0.815665825099015,-0.5084441270739917,1.8997565412976556,1.8997565412701405,0.09667595342534023,,0.4401738287463959
2023-03-17,AAPL,苹果,-0.3889102077612377,0.38768918047126105,-0.501238329550825,-0.5012383296120002,0.2621190575713443,,0.291045114310781
2023-03-20,AAPL,苹果,0.046437729138666804,-0.1288057661021795,-0.5693284953825937,-0.5693284953902031,-1.1503096892124078,,-0.17409821811505619
2023-03-21,AAPL,苹果,-0.1468786409578477,0.4343931406158531,0.3496725333909637,0.349672533434953,0.8016820802163434,,0.48517755044096417
2023-03-22,AAPL,苹果,0.7526114899140984,-0.7499043131720342,0.7524275278674186,0.7524275278222796,-1.7538994336842393,,0.2483085297175436
2023-03-23,AAPL,苹果,-0.11715086540527939,-0.7687151481395873,-1.175596443549573,-1.1755964436654494,-2.3456642666655654,,0.4630748410716604
2023-03-24,AAPL,苹果,0.597533969625111,0.6375324534854621,1.566873648183559,1.5668736482662842,0.42044170285685917,,0.32316971509253994
2023-03-27,AAPL,苹果,-1.050825202133883,-0.21062189004954998,-1.3836838891202865,-1.3836838891735987,1.0090765071358525,,0.42685652310579414
2023-03-28,AAPL,苹果,-0.06383341799884588,0.3128478164231822,0.24575466480618133,0.24575466470410062,0.35443222687137893,,0.39241077463428653
