ticker,name,source
03986,兆易创新,sz
06809,澜起科技,sz
06166,剑桥科技,sz
01729,汇聚科技,sz
02513,智谱,sz
00981,中芯国际,sz
02595,劲方医药-B,sz
03200,大族数控,sz
01347,华虹宏力,sz
00992,联想集团,sz
03696,英矽智能,sz
06682,范式智能,sz
02715,埃斯顿,sz
00856,伟仕佳杰,sz
02476,胜宏科技,sz
00763,中兴通讯,sz
00522,ASMPT,sz
02631,天岳先进,sz
09678,云知声,sz
09903,天数智芯,sz
06099,招商证券,sz
07618,京东工业,sz
06869,长飞光纤光缆,sz
06821,凯莱英,sz
02676,纳芯微,sz
02410,同源康医药-B,sz
01989,广合科技,sz
00568,山东墨龙,sz
00501,豪威集团,sz
01688,领益智造,sz
00148,建滔集团,sz
01896,猫眼娱乐,sz
02269,药明生物,sz
02591,银诺医药-B,sz
02706,海致科技集团,sz
01177,中国生物制药,sz
06088,鸿腾精密,sz
03396,联想控股,sz
00638,广和通,sz
06090,不同集团,sz
09611,龙旗科技,sz
02701,国民技术,sz
06168,周六福,sz
02603,吉宏股份,sz
02687,卓越睿新,sz
01675,亚信科技,sz
06082,壁仞科技,sz
01776,广发证券,sz
02007,碧桂园,sz
06666,恒大物业,sz
02583,西普尼,sz
00999,小菜园,sz
06066,中信建投证券,sz
02096,先声药业,sz
02038,富智康集团,sz
06881,中国银河,sz
00006,电能实业,sz
03677,正力新能,sz
01081,大金重工,sz
00016,新鸿基地产,sz
06600,卧安机器人,sz
01083,港华智慧能源,sz
01797,东方甄选,sz
02268,药明合联,sz
00358,江西铜业股份,sz
02555,茶百道,sz
00303,VTECH,sz
02359,药明康德,sz
00551,裕元集团,sz
06886,华泰证券,sz
02228,晶泰控股,sz
01415,高伟电子,sz
02473,喜相逢集团,sz
03750,宁德时代,sz
06178,光大证券,sz
06127,昭衍新药,sz
03668,兖煤澳大利亚,sz
01888,建滔积层板,sz
00467,联合能源集团,sz
02650,挚达科技,sz
02291,心泰医疗,sz
02577,英诺赛科,sz
02533,黑芝麻智能,sz
00290,国富量子,sz
03268,美格智能,sz
02402,亿华通,sz
01883,中信国际电讯,sz
02498,速腾聚创,sz
03908,中金公司,sz
00003,香港中华煤气,sz
03958,东方证券,sz
03360,远东宏信,sz
02273,固生堂,sz
06613,蓝思科技,sz
03969,中国通号,sz
00285,比亚迪电子,sz
00002,中电控股,sz
03996,中国能源建设,sz
00165,中国光大控股,sz
03898,时代电气,sz
02315,百奥赛图-B,sz
02506,讯飞医疗科技,sz
01038,长江基建集团,sz
01310,香港宽频,sz
00995,安徽皖通高速公路,sz
01456,国联民生,sz
02714,牧原股份,sz
00909,明源云,sz
06030,中信证券,sz
03380,龙光集团,sz
01618,中国中冶,sz
02692,兆威机电,sz
01921,达力普控股,sz
00880,澳博控股,sz
02252,微创机器人-B,sz
01876,百威亚太,sz
00136,中国儒意,sz
01997,九龙仓置业,sz
01057,浙江世宝,sz
00839,中教控股,sz
03858,佳鑫国际资源,sz
01113,长实集团,sz
00669,创科实业,sz
09989,海普瑞,sz
09988,阿里巴巴-W,sz
02313,申洲国际,sz
00853,微创医疗,sz
01877,君实生物,sz
01478,丘钛科技,sz
03998,波司登,sz
03369,秦港股份,sz
01635,大众公用,sz
06806,申万宏源,sz
02162,康诺亚-B,sz
02018,瑞声科技,sz
00300,美的集团,sz
00553,南京熊猫电子股份,sz
01065,天津创业环保股份,sz
00005,汇丰控股,sz
00066,港铁公司,sz
01735,中环新能源,sz
02652,长风药业,sz
06078,海吉亚医疗,sz
02888,渣打集团,sz
02565,派格生物医药-B,sz
01801,信达生物,sz
00001,长和,sz
09969,诺诚健华,sz
01910,新秀丽,sz
02192,医脉通,sz
03306,江南布衣,sz
00883,中国海洋石油,sz
00316,东方海外国际,sz
09973,奇瑞汽车,sz
02611,国泰海通,sz
03800,协鑫科技,sz
03759,康龙化成,sz
03633,中裕能源,sz
02866,中远海发,sz
02629,MIRXES-B,sz
02627,中慧生物-B,sz
02338,潍柴动力,sz
02314,理文造纸,sz
01907,中国旭阳集团,sz
01773,天立国际控股,sz
01691,JS环球生活,sz
01475,日清食品,sz
01375,中州证券,sz
01359,中国信达,sz
01117,现代牧业,sz
01093,石药集团,sz
01060,大麦娱乐,sz
01053,重庆钢铁股份,sz
00990,至源控股,sz
00811,新华文轩,sz
00754,合生创展集团,sz
00390,中国中铁,sz
00354,中国软件国际,sz
00338,上海石油化工股份,sz
00270,粤海投资,sz
00173,嘉华国际,sz
00941,中国移动,sz
09688,再鼎医药,sz
00087,太古股份公司B,sz
09927,赛力斯,sz
00388,香港交易所,sz
00659,周大福创建,sz
00345,VITASOY,sz
09690,途虎-W,sz
02675,精锋医疗-B,sz
06865,福莱特玻璃,sz
00762,中国联通,sz
01836,九兴控股,sz
02285,泉峰控股,sz
02388,中银香港,sz
00772,阅文集团,sz
00916,龙源电力,sz
00177,江苏宁沪高速公路,sz
00728,中国电信,sz
02602,万物云,sz
00836,华润电力,sz
00386,中国石油化工股份,sz
00666,瑞浦兰钧,sz
01044,恒安国际,sz
00200,新濠国际发展,sz
01919,中远海控,sz
01952,云顶新耀,sz
06067,星源材质,sz
00023,东亚银行,sz
02579,中伟新材,sz
02057,中通快递-W,sz
02609,佰泽医疗,sz
01258,中国有色矿业,sz
03339,中国龙工,sz
03347,泰格医药,sz
01816,中广核电力,sz
00325,布鲁可,sz
00142,第一太平,sz
02618,京东物流,sz
03738,阜博集团,sz
01108,凯盛新能,sz
00371,北控水务集团,sz
02202,万科企业,sz
03808,中国重汽,sz
03678,弘业期货,sz
00639,首钢资源,sz
02865,钧达股份,sz
00968,信义光能,sz
09658,特海国际,sz
02460,华润饮料,sz
01585,雅迪控股,sz
01548,金斯瑞生物科技,sz
00699,均胜电子,sz
02628,中国人寿,sz
01828,富卫集团,sz
09999,网易,sz
02050,三花智控,sz
01686,新意网集团,sz
00868,信义玻璃,sz
02883,中海油田服务,sz
01783,晋景新能,sz
00576,浙江沪杭甬,sz
02858,易鑫集团,sz
03698,徽商银行,sz
00107,四川成渝高速公路,sz
02691,南华期货股份,sz
02586,多点数智,sz
01304,FORTIOR,sz
01088,中国神华,sz
09880,优必选,sz
00570,中国中药,sz
00683,嘉里建设,sz
02157,乐普生物,sz
00008,电讯盈科,sz
00975,MONGOL,sz
02158,医渡科技,sz
00788,中国铁塔,sz
00041,鹰君,sz
01072,东方电气,sz
00826,天工国际,sz
00934,中石化冠德,sz
02889,博泰车联,sz
01186,中国铁建,sz
00867,康哲药业,sz
00010,恒隆集团,sz
02282,美高梅中国,sz
06680,金力永磁,sz
06826,昊海生物科技,sz
01385,上海复旦,sz
03866,青岛银行,sz
00857,中国石油股份,sz
00392,北京控股,sz
01112,H&H国际控股,sz
06049,保利物业,sz
02016,浙商银行,sz
01811,中广核新能源,sz
00384,中国燃气,sz
03899,中集安瑞科,sz
00014,希慎兴业,sz
02768,国恩科技,sz
06990,科伦博泰生物,sz
06808,高鑫零售,sz
06160,百济神州,sz
00308,香港中旅,sz
01361,361度,sz
02386,中石化炼化工程,sz
02688,新奥能源,sz
01610,中粮家佳康,sz
00512,远大医药,sz
02343,太平洋航运,sz
00598,中国外运,sz
00586,海螺创业,sz
06186,中国飞鹤,sz
01193,华润燃气,sz
06818,中国光大银行,sz
02869,绿城服务,sz
00187,京城机电股份,sz
01199,中远海运港口,sz
00288,万洲国际,sz
01276,恒瑞医药,sz
01681,康臣药业,sz
02378,保诚,sz
01071,华电国际电力股份,sz
00135,昆仑能源,sz
03613,同仁堂国药,sz
00548,深圳高速公路股份,sz
00019,太古股份公司A,sz
00902,华能国际电力股份,sz
09911,赤子城科技,sz
02899,紫金矿业,sz
06963,阳光保险,sz
02431,佑驾创新,sz
02607,上海医药,sz
02318,中国平安,sz
02068,中铝国际,sz
09660,地平线机器人-W,sz
01208,五矿资源,sz
02319,蒙牛乳业,sz
00590,六福集团,sz
00895,东江环保,sz
06098,碧桂园服务,sz
00083,信和置业,sz
00291,华润啤酒,sz
06683,巨星传奇,sz
09633,农夫山泉,sz
01138,中远海能,sz
01810,小米集团-W,sz
01164,中广核矿业,sz
00323,马鞍山钢铁股份,sz
